   0.0000000000000000e+00   0.0000000000000000e+00
   5.9759998694062233e-03   0.0000000000000000e+00
   1.0971000418066978e-02   0.0000000000000000e+00
   1.5948999673128128e-02   0.0000000000000000e+00
   2.0935999229550362e-02   0.0000000000000000e+00
   2.5927999988198280e-02   0.0000000000000000e+00
   3.0910000205039978e-02   0.0000000000000000e+00
   3.5895999521017075e-02   0.0000000000000000e+00
   4.0881998836994171e-02   0.0000000000000000e+00
   4.5001000165939331e-02   0.0000000000000000e+00
   5.0856001675128937e-02   0.0000000000000000e+00
   5.5842999368906021e-02   0.0000000000000000e+00
   6.0830999165773392e-02   0.0000000000000000e+00
   6.5816000103950500e-02   0.0000000000000000e+00
   7.0803001523017883e-02   0.0000000000000000e+00
   7.5804002583026886e-02   0.0000000000000000e+00
   8.0775998532772064e-02   0.0000000000000000e+00
   8.5762001574039459e-02   0.0000000000000000e+00
   9.0749002993106842e-02   0.0000000000000000e+00
   9.5737002789974213e-02   0.0000000000000000e+00
   1.0072200000286102e-01   0.0000000000000000e+00
   1.0570900142192841e-01   0.0000000000000000e+00
   1.1069700121879578e-01   0.0000000000000000e+00
   1.1568299680948257e-01   0.0000000000000000e+00
   1.2066999822854996e-01   0.0000000000000000e+00
   1.2565599381923676e-01   0.0000000000000000e+00
   1.3064299523830414e-01   0.0000000000000000e+00
   1.3562899827957153e-01   0.0000000000000000e+00
   1.4061699807643890e-01   0.0000000000000000e+00
   1.4561200141906738e-01   0.0000000000000000e+00
   1.5058898925781250e-01   0.0000000000000000e+00
   1.5557800233364105e-01   0.0000000000000000e+00
   1.6056300699710846e-01   0.0000000000000000e+00
   1.6554999351501465e-01   0.0000000000000000e+00
   1.7053699493408203e-01   0.0000000000000000e+00
   1.7552301287651062e-01   0.0000000000000000e+00
   1.8050898611545563e-01   0.0000000000000000e+00
   1.8549600243568420e-01   0.0000000000000000e+00
   1.9051000475883484e-01   0.0000000000000000e+00
   1.9547100365161896e-01   0.0000000000000000e+00
   2.0048399269580841e-01   0.0000000000000000e+00
   2.0547500252723694e-01   0.0000000000000000e+00
   2.1043199300765991e-01   0.0000000000000000e+00
   2.1541699767112732e-01   0.0000000000000000e+00
   2.2043000161647797e-01   0.0000000000000000e+00
   2.2539000213146210e-01   0.0000000000000000e+00
   2.3037698864936829e-01   0.0000000000000000e+00
   2.3539501428604126e-01   0.0000000000000000e+00
   2.4038200080394745e-01   0.0000000000000000e+00
   2.4533699452877045e-01   0.0000000000000000e+00
   2.5035899877548218e-01   0.0000000000000000e+00
   2.5533899664878845e-01   0.0000000000000000e+00
   2.6029899716377258e-01   0.0000000000000000e+00
   2.6528400182723999e-01   0.0000000000000000e+00
   2.7029699087142944e-01   0.0000000000000000e+00
   2.7525600790977478e-01   0.0000000000000000e+00
   2.8024399280548096e-01   0.0000000000000000e+00
   2.8526201844215393e-01   0.0000000000000000e+00
   2.9025101661682129e-01   0.0000000000000000e+00
   2.9520401358604431e-01   0.0000000000000000e+00
   3.0021700263023376e-01   0.0000000000000000e+00
   3.0520799756050110e-01   0.0000000000000000e+00
   3.1016600131988525e-01   0.0000000000000000e+00
   3.1515002250671387e-01   0.0000000000000000e+00
   3.2016998529434204e-01   0.0000000000000000e+00
   3.2515600323677063e-01   0.0000000000000000e+00
   3.3013799786567688e-01   0.0000000000000000e+00
   3.3512699604034424e-01   0.0000000000000000e+00
   3.4011501073837280e-01   0.0000000000000000e+00
   3.4508800506591797e-01   0.0000000000000000e+00
   3.5008499026298523e-01   0.0000000000000000e+00
   3.5507500171661377e-01   0.0000000000000000e+00
   3.6003002524375916e-01   0.0000000000000000e+00
   3.6501601338386536e-01   0.0000000000000000e+00
   3.7003800272941589e-01   0.0000000000000000e+00
   3.7501999735832214e-01   0.0000000000000000e+00
   3.8000500202178955e-01   0.0000000000000000e+00
   3.8597199320793152e-01   0.0000000000000000e+00
   3.9097902178764343e-01   0.0000000000000000e+00
   3.9594700932502747e-01   0.0000000000000000e+00
   4.0094900131225586e-01   0.0000000000000000e+00
   4.0593901276588440e-01   0.0000000000000000e+00
   4.1089698672294617e-01   0.0000000000000000e+00
