   0.0000000000000000e+00   0.0000000000000000e+00   1.0000000000000000e+00
   5.9850001707673073e-03   5.9849643148481846e-03   1.0000000000000000e+00
   1.0970000177621841e-02   1.0969780385494232e-02   1.0000000000000000e+00
   1.5956999734044075e-02   1.5956321731209755e-02   1.0000000000000000e+00
   2.0943999290466309e-02   2.0942468196153641e-02   1.0000000000000000e+00
   2.5936000049114227e-02   2.5933092460036278e-02   1.0000000000000000e+00
   3.0915999785065651e-02   3.0911074951291084e-02   1.0000000000000000e+00
   3.5902999341487885e-02   3.5895287990570068e-02   1.0000000000000000e+00
   4.0890000760555267e-02   4.0878608822822571e-02   1.0000000000000000e+00
   4.5876998454332352e-02   4.5860908925533295e-02   1.0000000000000000e+00
   5.0864998251199722e-02   5.0843067467212677e-02   1.0000000000000000e+00
   5.5849999189376831e-02   5.5820968002080917e-02   1.0000000000000000e+00
   6.0837000608444214e-02   6.0799479484558105e-02   1.0000000000000000e+00
   6.5823003649711609e-02   6.5775483846664429e-02   1.0000000000000000e+00
   7.0809997618198395e-02   7.0750840008258820e-02   1.0000000000000000e+00
   7.5796000659465790e-02   7.5723446905612946e-02   1.0000000000000000e+00
   8.0783002078533173e-02   8.0695167183876038e-02   1.0000000000000000e+00
   8.5770003497600555e-02   8.5664883255958557e-02   1.0000000000000000e+00
   9.0756997466087341e-02   9.0632453560829163e-02   1.0000000000000000e+00
   9.5752999186515808e-02   9.5606744289398193e-02   1.0000000000000000e+00
   1.0073100030422211e-01   1.0056073963642120e-01   1.0000000000000000e+00
   1.0571599751710892e-01   1.0551919788122177e-01   1.0000000000000000e+00
   1.1070299893617630e-01   1.1047702282667160e-01   1.0000000000000000e+00
   1.1569000035524368e-01   1.1543210595846176e-01   1.0000000000000000e+00
   1.2067700177431107e-01   1.2038431316614151e-01   1.0000000000000000e+00
   1.2566299736499786e-01   1.2533253431320190e-01   1.0000000000000000e+00
   1.3015499711036682e-01   1.2978783249855042e-01   1.0000000000000000e+00
   1.3514301180839539e-01   1.3473202288150787e-01   1.0000000000000000e+00
   1.4012999832630157e-01   1.3967184722423553e-01   1.0000000000000000e+00
   1.4511600136756897e-01   1.4460721611976624e-01   1.0000000000000000e+00
   1.5011000633239746e-01   1.4954690635204315e-01   1.0000000000000000e+00
   1.5509000420570374e-01   1.5446902811527252e-01   1.0000000000000000e+00
   1.6007699072360992e-01   1.5939421951770782e-01   1.0000000000000000e+00
   1.6506300866603851e-01   1.6431447863578796e-01   1.0000000000000000e+00
   1.7004999518394470e-01   1.6923162341117859e-01   1.0000000000000000e+00
   1.7503599822521210e-01   1.7414358258247375e-01   1.0000000000000000e+00
   1.8002301454544067e-01   1.7905221879482269e-01   1.0000000000000000e+00
   1.8501000106334686e-01   1.8395636975765228e-01   1.0000000000000000e+00
   1.9099399447441101e-01   1.8983490765094757e-01   1.0000000000000000e+00
   1.9598099589347839e-01   1.9472885131835938e-01   1.0000000000000000e+00
   2.0100301504135132e-01   1.9965225458145142e-01   1.0000000000000000e+00
   2.0595400035381317e-01   2.0450109243392944e-01   1.0000000000000000e+00
   2.1044600009918213e-01   2.0889608561992645e-01   1.0000000000000000e+00
   2.1543399989604950e-01   2.1377141773700714e-01   1.0000000000000000e+00
   2.2042000293731689e-01   2.1863947808742523e-01   1.0000000000000000e+00
   2.2540700435638428e-01   2.2350308299064636e-01   1.0000000000000000e+00
   2.3039400577545166e-01   2.2836112976074219e-01   1.0000000000000000e+00
   2.3537999391555786e-01   2.3321251571178436e-01   1.0000000000000000e+00
   2.4036701023578644e-01   2.3805910348892212e-01   1.0000000000000000e+00
   2.4535399675369263e-01   2.4289973080158234e-01   1.0000000000000000e+00
   2.5034201145172119e-01   2.4773532152175903e-01   1.0000000000000000e+00
   2.5532701611518860e-01   2.5256183743476868e-01   1.0000000000000000e+00
   2.6031398773193359e-01   2.5738397240638733e-01   1.0000000000000000e+00
   2.6530098915100098e-01   2.6219972968101501e-01   1.0000000000000000e+00
   2.7028700709342957e-01   2.6700803637504578e-01   1.0000000000000000e+00
   2.7527397871017456e-01   2.7181062102317810e-01   1.0000000000000000e+00
   2.8026098012924194e-01   2.7660647034645081e-01   1.0000000000000000e+00
   2.8524699807167053e-01   2.8139448165893555e-01   1.0000000000000000e+00
   2.9023396968841553e-01   2.8617641329765320e-01   1.0000000000000000e+00
   2.9522100090980530e-01   2.9095131158828735e-01   1.0000000000000000e+00
   3.0020800232887268e-01   2.9571890830993652e-01   1.0000000000000000e+00
   3.0519399046897888e-01   3.0047821998596191e-01   1.0000000000000000e+00
   3.1018099188804626e-01   3.0523100495338440e-01   1.0000000000000000e+00
   3.1520098447799683e-01   3.1000757217407227e-01   1.0000000000000000e+00
   3.2018899917602539e-01   3.1474596261978149e-01   1.0000000000000000e+00
   3.2521599531173706e-01   3.1951346993446350e-01   1.0000000000000000e+00
   3.3020600676536560e-01   3.2423791289329529e-01   1.0000000000000000e+00
   3.3524000644683838e-01   3.2899582386016846e-01   1.0000000000000000e+00
   3.4022301435470581e-01   3.3369731903076172e-01   1.0000000000000000e+00
   3.4525099396705627e-01   3.3843287825584412e-01   1.0000000000000000e+00
   3.5023802518844604e-01   3.4312137961387634e-01   1.0000000000000000e+00
   3.5526597499847412e-01   3.4783974289894104e-01   1.0000000000000000e+00
   3.6025300621986389e-01   3.5251101851463318e-01   1.0000000000000000e+00
   3.6528098583221436e-01   3.5721176862716675e-01   1.0000000000000000e+00
   3.7027099728584290e-01   3.6186808347702026e-01   1.0000000000000000e+00
   3.7529900670051575e-01   3.6655074357986450e-01   1.0000000000000000e+00
   3.8028702139854431e-01   3.7118700146675110e-01   1.0000000000000000e+00
   3.8531500101089478e-01   3.7585106492042542e-01   1.0000000000000000e+00
   3.9030301570892334e-01   3.8046866655349731e-01   1.0000000000000000e+00
   3.9533099532127380e-01   3.8511368632316589e-01   1.0000000000000000e+00
   4.0031698346138000e-01   3.8971027731895447e-01   1.0000000000000000e+00
   4.0534400939941406e-01   3.9433491230010986e-01   1.0000000000000000e+00
   4.1033500432968140e-01   3.9891654253005981e-01   1.0000000000000000e+00
   4.1536301374435425e-01   4.0352210402488708e-01   1.0000000000000000e+00
   4.2034900188446045e-01   4.0807908773422241e-01   1.0000000000000000e+00
   4.2537698149681091e-01   4.1266420483589172e-01   1.0000000000000000e+00
   4.3036299943923950e-01   4.1720071434974670e-01   1.0000000000000000e+00
   4.3539002537727356e-01   4.2176407575607300e-01   1.0000000000000000e+00
   4.4037798047065735e-01   4.2628142237663269e-01   1.0000000000000000e+00
   4.4540601968765259e-01   4.3082430958747864e-01   1.0000000000000000e+00
   4.5039397478103638e-01   4.3532025814056396e-01   1.0000000000000000e+00
   4.5542299747467041e-01   4.3984222412109375e-01   1.0000000000000000e+00
   4.6040299534797668e-01   4.4430917501449585e-01   1.0000000000000000e+00
   4.6542301774024963e-01   4.4880086183547974e-01   1.0000000000000000e+00
   4.7041797637939453e-01   4.5325890183448792e-01   1.0000000000000000e+00
   4.7540602087974548e-01   4.5769947767257690e-01   1.0000000000000000e+00
   4.8042699694633484e-01   4.6215787529945374e-01   1.0000000000000000e+00
   4.8544996976852417e-01   4.6660637855529785e-01   1.0000000000000000e+00
   4.9043700098991394e-01   4.7101143002510071e-01   1.0000000000000000e+00
   4.9546000361442566e-01   4.7543638944625854e-01   1.0000000000000000e+00
   5.0044798851013184e-01   4.7981864213943481e-01   1.0000000000000000e+00
   5.0545001029968262e-01   4.8420122265815735e-01   1.0000000000000000e+00
   5.1045697927474976e-01   4.8857602477073669e-01   1.0000000000000000e+00
   5.1547700166702271e-01   4.9294993281364441e-01   1.0000000000000000e+00
   5.2047395706176758e-01   4.9729138612747192e-01   1.0000000000000000e+00
   5.2550101280212402e-01   5.0164645910263062e-01   1.0000000000000000e+00
   5.3048801422119141e-01   5.0595432519912720e-01   1.0000000000000000e+00
   5.3551799058914185e-01   5.1028656959533691e-01   1.0000000000000000e+00
   5.4050201177597046e-01   5.1456648111343384e-01   1.0000000000000000e+00
   5.4553204774856567e-01   5.1887297630310059e-01   1.0000000000000000e+00
   5.5051898956298828e-01   5.2312958240509033e-01   1.0000000000000000e+00
   5.5556195974349976e-01   5.2742081880569458e-01   1.0000000000000000e+00
   5.6052696704864502e-01   5.3163260221481323e-01   1.0000000000000000e+00
   5.6554901599884033e-01   5.3587943315505981e-01   1.0000000000000000e+00
   5.7054096460342407e-01   5.4008740186691284e-01   1.0000000000000000e+00
   5.7557100057601929e-01   5.4431390762329102e-01   1.0000000000000000e+00
   5.8055603504180908e-01   5.4848897457122803e-01   1.0000000000000000e+00
